"region","scenario","landuse","year","LU_frac"
"Taiwan","Reference","forest (unmanaged)",2075,21.9412015
"Global","Reference","forest (managed)",2075,3886.96461
"Global","Reference","forest (unmanaged)",2075,26848.94824
"China","Reference","forest (managed)",2080,648.0845374
"China","Reference","forest (unmanaged)",2080,1071.935739
"Taiwan","Reference","forest (managed)",2080,0
"Taiwan","Reference","forest (unmanaged)",2080,21.9786737
"Global","Reference","forest (managed)",2080,3899.686395
"Global","Reference","forest (unmanaged)",2080,26822.13288
"China","Reference","forest (managed)",2085,666.6961485
"China","Reference","forest (unmanaged)",2085,1072.023538
"Taiwan","Reference","forest (managed)",2085,0
"Taiwan","Reference","forest (unmanaged)",2085,22.0190249
"Global","Reference","forest (managed)",2085,3899.371732
"Global","Reference","forest (unmanaged)",2085,26803.40102
"China","Reference","forest (managed)",2090,681.2433914
"China","Reference","forest (unmanaged)",2090,1072.725293
"Taiwan","Reference","forest (managed)",2090,0
"Taiwan","Reference","forest (unmanaged)",2090,22.0648946
"Global","Reference","forest (managed)",2090,3887.527592
"Global","Reference","forest (unmanaged)",2090,26796.49045
"China","Reference","forest (managed)",2095,691.7213362
"China","Reference","forest (unmanaged)",2095,1074.000823
"Taiwan","Reference","forest (managed)",2095,0
"Taiwan","Reference","forest (unmanaged)",2095,22.1164245
"Global","Reference","forest (managed)",2095,3867.116694
"Global","Reference","forest (unmanaged)",2095,26797.91968
"China","Reference","forest (managed)",2100,698.8984686
"China","Reference","forest (unmanaged)",2100,1075.357592
"Taiwan","Reference","forest (managed)",2100,0
"Taiwan","Reference","forest (unmanaged)",2100,22.1629192
"Global","Reference","forest (managed)",2100,3838.921425
"Global","Reference","forest (unmanaged)",2100,26804.21737
"China","Policy","forest (managed)",1990,304.1711473
"China","Policy","forest (unmanaged)",1990,1061.247068
"Taiwan","Policy","forest (managed)",1990,0
"Taiwan","Policy","forest (unmanaged)",1990,19.83360367
"Global","Policy","forest (managed)",1990,2695.617796
"Global","Policy","forest (unmanaged)",1990,27546.52216
"China","Policy","forest (managed)",2005,244.2920956
"China","Policy","forest (unmanaged)",2005,1115.684596
"Taiwan","Policy","forest (managed)",2005,0
"Taiwan","Policy","forest (unmanaged)",2005,18.82631389
"Global","Policy","forest (managed)",2005,2657.78827
"Global","Policy","forest (unmanaged)",2005,27412.84865
"China","Policy","forest (managed)",2010,274.2104071
"China","Policy","forest (unmanaged)",2010,1129.384408
"Taiwan","Policy","forest (managed)",2010,0
"Taiwan","Policy","forest (unmanaged)",2010,18.68191411
"Global","Policy","forest (managed)",2010,2578.045671
"Global","Policy","forest (unmanaged)",2010,27446.71379
"China","Policy","forest (managed)",2015,270.7573517
"China","Policy","forest (unmanaged)",2015,1133.950812
"Taiwan","Policy","forest (managed)",2015,0
"Taiwan","Policy","forest (unmanaged)",2015,18.74980411
"Global","Policy","forest (managed)",2015,2730.356965
"Global","Policy","forest (unmanaged)",2015,27145.09957
"China","Policy","forest (managed)",2020,279.5470356
"China","Policy","forest (unmanaged)",2020,1124.772482
"Taiwan","Policy","forest (managed)",2020,0
"Taiwan","Policy","forest (unmanaged)",2020,18.75211827
"Global","Policy","forest (managed)",2020,2870.931841
"Global","Policy","forest (unmanaged)",2020,27022.50253
"China","Policy","forest (managed)",2025,298.3619767
"China","Policy","forest (unmanaged)",2025,1113.335042
"Taiwan","Policy","forest (managed)",2025,0
"Taiwan","Policy","forest (unmanaged)",2025,18.96630349
"Global","Policy","forest (managed)",2025,2979.083122
"Global","Policy","forest (unmanaged)",2025,27009.6909
"China","Policy","forest (managed)",2030,316.0022981
"China","Policy","forest (unmanaged)",2030,1106.678513
"Taiwan","Policy","forest (managed)",2030,0
"Taiwan","Policy","forest (unmanaged)",2030,18.97311952
"Global","Policy","forest (managed)",2030,3114.370201
"Global","Policy","forest (unmanaged)",2030,26899.33877
"China","Policy","forest (managed)",2035,426.9499837
"China","Policy","forest (unmanaged)",2035,1084.137117
"Taiwan","Policy","forest (managed)",2035,0
"Taiwan","Policy","forest (unmanaged)",2035,21.8149839
"Global","Policy","forest (managed)",2035,3341.246346
"Global","Policy","forest (unmanaged)",2035,27359.74873
"China","Policy","forest (managed)",2040,466.6764534
"China","Policy","forest (unmanaged)",2040,1077.875793
"Taiwan","Policy","forest (managed)",2040,0
"Taiwan","Policy","forest (unmanaged)",2040,21.9479795
"Global","Policy","forest (managed)",2040,3475.938954
"Global","Policy","forest (unmanaged)",2040,27295.24965
"China","Policy","forest (managed)",2045,495.8091775
"China","Policy","forest (unmanaged)",2045,1075.240536
"Taiwan","Policy","forest (managed)",2045,0
"Taiwan","Policy","forest (unmanaged)",2045,22.0511331
"Global","Policy","forest (managed)",2045,3586.639618
"Global","Policy","forest (unmanaged)",2045,27184.47937
"China","Policy","forest (managed)",2050,511.3918312
"China","Policy","forest (unmanaged)",2050,1076.584152
"Taiwan","Policy","forest (managed)",2050,0
"Taiwan","Policy","forest (unmanaged)",2050,22.1478166
"Global","Policy","forest (managed)",2050,3677.775752
"Global","Policy","forest (unmanaged)",2050,27045.97352
"China","Policy","forest (managed)",2055,526.8193396
"China","Policy","forest (unmanaged)",2055,1077.281478
"Taiwan","Policy","forest (managed)",2055,0
"Taiwan","Policy","forest (unmanaged)",2055,22.1965223
"Global","Policy","forest (managed)",2055,3759.130487
"Global","Policy","forest (unmanaged)",2055,26911.03627
"China","Policy","forest (managed)",2060,547.0669674
"China","Policy","forest (unmanaged)",2060,1076.802212
"Taiwan","Policy","forest (managed)",2060,0
"Taiwan","Policy","forest (unmanaged)",2060,22.216532
"Global","Policy","forest (managed)",2060,3829.770449
"Global","Policy","forest (unmanaged)",2060,26823.09258
"China","Policy","forest (managed)",2065,578.765835
"China","Policy","forest (unmanaged)",2065,1072.378057
"Taiwan","Policy","forest (managed)",2065,0
"Taiwan","Policy","forest (unmanaged)",2065,22.1245971
"Global","Policy","forest (managed)",2065,3886.237181
"Global","Policy","forest (unmanaged)",2065,26774.88992
"China","Policy","forest (managed)",2070,606.0706207
"China","Policy","forest (unmanaged)",2070,1070.6679
"Taiwan","Policy","forest (managed)",2070,0
"Taiwan","Policy","forest (unmanaged)",2070,22.0811055
"Global","Policy","forest (managed)",2070,3923.021777
"Global","Policy","forest (unmanaged)",2070,26755.95803
"China","Policy","forest (managed)",2075,629.1326899
"China","Policy","forest (unmanaged)",2075,1070.322878
"Taiwan","Policy","forest (managed)",2075,0
"Taiwan","Policy","forest (unmanaged)",2075,22.0679534
"Global","Policy","forest (managed)",2075,3944.89414
"Global","Policy","forest (unmanaged)",2075,26745.00481
"China","Policy","forest (managed)",2080,649.1398056
"China","Policy","forest (unmanaged)",2080,1070.643104
"Taiwan","Policy","forest (managed)",2080,0
"Taiwan","Policy","forest (unmanaged)",2080,22.0755883
"Global","Policy","forest (managed)",2080,3953.168393
"Global","Policy","forest (unmanaged)",2080,26737.48159
"China","Policy","forest (managed)",2085,664.7671351
"China","Policy","forest (unmanaged)",2085,1071.885824
"Taiwan","Policy","forest (managed)",2085,0
"Taiwan","Policy","forest (unmanaged)",2085,22.098784
"Global","Policy","forest (managed)",2085,3949.003687
"Global","Policy","forest (unmanaged)",2085,26729.46951
"China","Policy","forest (managed)",2090,677.7170499
"China","Policy","forest (unmanaged)",2090,1073.336747
"Taiwan","Policy","forest (managed)",2090,0
"Taiwan","Policy","forest (unmanaged)",2090,22.1176157
"Global","Policy","forest (managed)",2090,3933.633541
"Global","Policy","forest (unmanaged)",2090,26729.46859
"China","Policy","forest (managed)",2095,687.1875136
"China","Policy","forest (unmanaged)",2095,1074.903317
"Taiwan","Policy","forest (managed)",2095,0
"Taiwan","Policy","forest (unmanaged)",2095,22.1347825
"Global","Policy","forest (managed)",2095,3909.428685
"Global","Policy","forest (unmanaged)",2095,26735.92228
"China","Policy","forest (managed)",2100,693.7798633
"China","Policy","forest (unmanaged)",2100,1076.460761
"Taiwan","Policy","forest (managed)",2100,0
"Taiwan","Policy","forest (unmanaged)",2100,22.1478061
"Global","Policy","forest (managed)",2100,3876.595763
"Global","Policy","forest (unmanaged)",2100,26747.86638
"China","Policy_NoDAC","forest (managed)",1990,304.1711473
"China","Policy_NoDAC","forest (unmanaged)",1990,1061.247068
"Taiwan","Policy_NoDAC","forest (managed)",1990,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",1990,19.83360367
"Global","Policy_NoDAC","forest (managed)",1990,2695.617796
"Global","Policy_NoDAC","forest (unmanaged)",1990,27546.52216
"China","Policy_NoDAC","forest (managed)",2005,244.2920956
"China","Policy_NoDAC","forest (unmanaged)",2005,1115.684596
"Taiwan","Policy_NoDAC","forest (managed)",2005,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2005,18.82631389
"Global","Policy_NoDAC","forest (managed)",2005,2657.78827
"Global","Policy_NoDAC","forest (unmanaged)",2005,27412.84865
"China","Policy_NoDAC","forest (managed)",2010,274.2104071
"China","Policy_NoDAC","forest (unmanaged)",2010,1129.384408
"Taiwan","Policy_NoDAC","forest (managed)",2010,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2010,18.68191411
"Global","Policy_NoDAC","forest (managed)",2010,2578.045671
"Global","Policy_NoDAC","forest (unmanaged)",2010,27446.71379
"China","Policy_NoDAC","forest (managed)",2015,270.7573517
"China","Policy_NoDAC","forest (unmanaged)",2015,1133.950812
"Taiwan","Policy_NoDAC","forest (managed)",2015,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2015,18.74980411
"Global","Policy_NoDAC","forest (managed)",2015,2730.356965
"Global","Policy_NoDAC","forest (unmanaged)",2015,27145.09957
"China","Policy_NoDAC","forest (managed)",2020,279.5470457
"China","Policy_NoDAC","forest (unmanaged)",2020,1124.772492
"Taiwan","Policy_NoDAC","forest (managed)",2020,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2020,18.75211827
"Global","Policy_NoDAC","forest (managed)",2020,2870.931907
"Global","Policy_NoDAC","forest (unmanaged)",2020,27022.50234
"China","Policy_NoDAC","forest (managed)",2025,298.3633293
"China","Policy_NoDAC","forest (unmanaged)",2025,1113.334766
"Taiwan","Policy_NoDAC","forest (managed)",2025,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2025,18.96629348
"Global","Policy_NoDAC","forest (managed)",2025,2979.084269
"Global","Policy_NoDAC","forest (unmanaged)",2025,27009.68872
"China","Policy_NoDAC","forest (managed)",2030,316.0100434
"China","Policy_NoDAC","forest (unmanaged)",2030,1106.675515
"Taiwan","Policy_NoDAC","forest (managed)",2030,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2030,18.97301941
"Global","Policy_NoDAC","forest (managed)",2030,3114.374387
"Global","Policy_NoDAC","forest (unmanaged)",2030,26899.30079
"China","Policy_NoDAC","forest (managed)",2035,427.4257599
"China","Policy_NoDAC","forest (unmanaged)",2035,1084.000884
"Taiwan","Policy_NoDAC","forest (managed)",2035,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2035,21.8149537
"Global","Policy_NoDAC","forest (managed)",2035,3341.493944
"Global","Policy_NoDAC","forest (unmanaged)",2035,27360.19846
"China","Policy_NoDAC","forest (managed)",2040,471.3638466
"China","Policy_NoDAC","forest (unmanaged)",2040,1076.662068
"Taiwan","Policy_NoDAC","forest (managed)",2040,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2040,21.9471958
"Global","Policy_NoDAC","forest (managed)",2040,3476.401938
"Global","Policy_NoDAC","forest (unmanaged)",2040,27298.00482
"China","Policy_NoDAC","forest (managed)",2045,517.6412351
"China","Policy_NoDAC","forest (unmanaged)",2045,1070.269158
"Taiwan","Policy_NoDAC","forest (managed)",2045,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2045,22.0523722
"Global","Policy_NoDAC","forest (managed)",2045,3586.549329
"Global","Policy_NoDAC","forest (unmanaged)",2045,27210.26416
"China","Policy_NoDAC","forest (managed)",2050,561.014003
"China","Policy_NoDAC","forest (unmanaged)",2050,1067.613638
"Taiwan","Policy_NoDAC","forest (managed)",2050,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2050,22.2256683
"Global","Policy_NoDAC","forest (managed)",2050,3680.452508
"Global","Policy_NoDAC","forest (unmanaged)",2050,27133.56704
"China","Policy_NoDAC","forest (managed)",2055,581.6573526
"China","Policy_NoDAC","forest (unmanaged)",2055,1069.000388
"Taiwan","Policy_NoDAC","forest (managed)",2055,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2055,22.3739199
"Global","Policy_NoDAC","forest (managed)",2055,3762.114738
"Global","Policy_NoDAC","forest (unmanaged)",2055,27047.09954
"China","Policy_NoDAC","forest (managed)",2060,604.5533333
"China","Policy_NoDAC","forest (unmanaged)",2060,1066.002118
"Taiwan","Policy_NoDAC","forest (managed)",2060,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2060,22.4362594
"Global","Policy_NoDAC","forest (managed)",2060,3823.608781
"Global","Policy_NoDAC","forest (unmanaged)",2060,26972.00292
"China","Policy_NoDAC","forest (managed)",2065,633.3886801
"China","Policy_NoDAC","forest (unmanaged)",2065,1063.904191
"Taiwan","Policy_NoDAC","forest (managed)",2065,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2065,22.4271772
"Global","Policy_NoDAC","forest (managed)",2065,3866.430409
"Global","Policy_NoDAC","forest (unmanaged)",2065,26930.62724
"China","Policy_NoDAC","forest (managed)",2070,657.6204136
"China","Policy_NoDAC","forest (unmanaged)",2070,1061.567972
"Taiwan","Policy_NoDAC","forest (managed)",2070,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2070,22.408543
"Global","Policy_NoDAC","forest (managed)",2070,3898.543342
"Global","Policy_NoDAC","forest (unmanaged)",2070,26862.15872
"China","Policy_NoDAC","forest (managed)",2075,684.54271
"China","Policy_NoDAC","forest (unmanaged)",2075,1058.220932
"Taiwan","Policy_NoDAC","forest (managed)",2075,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2075,22.3871565
"Global","Policy_NoDAC","forest (managed)",2075,3920.119736
"Global","Policy_NoDAC","forest (unmanaged)",2075,26814.6831
"China","Policy_NoDAC","forest (managed)",2080,702.952881
"China","Policy_NoDAC","forest (unmanaged)",2080,1056.472627
"Taiwan","Policy_NoDAC","forest (managed)",2080,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2080,22.3849987
"Global","Policy_NoDAC","forest (managed)",2080,3929.492401
"Global","Policy_NoDAC","forest (unmanaged)",2080,26772.8557
"China","Policy_NoDAC","forest (managed)",2085,713.589194
"China","Policy_NoDAC","forest (unmanaged)",2085,1056.633686
"Taiwan","Policy_NoDAC","forest (managed)",2085,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2085,22.4029313
"Global","Policy_NoDAC","forest (managed)",2085,3925.432473
"Global","Policy_NoDAC","forest (unmanaged)",2085,26742.16194
"China","Policy_NoDAC","forest (managed)",2090,720.325796
"China","Policy_NoDAC","forest (unmanaged)",2090,1057.360114
"Taiwan","Policy_NoDAC","forest (managed)",2090,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2090,22.4220888
"Global","Policy_NoDAC","forest (managed)",2090,3909.841369
"Global","Policy_NoDAC","forest (unmanaged)",2090,26722.07967
"China","Policy_NoDAC","forest (managed)",2095,727.127032
"China","Policy_NoDAC","forest (unmanaged)",2095,1057.598643
"Taiwan","Policy_NoDAC","forest (managed)",2095,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2095,22.4305791
"Global","Policy_NoDAC","forest (managed)",2095,3885.611355
"Global","Policy_NoDAC","forest (unmanaged)",2095,26713.48338
"China","Policy_NoDAC","forest (managed)",2100,733.314852
"China","Policy_NoDAC","forest (unmanaged)",2100,1057.790288
"Taiwan","Policy_NoDAC","forest (managed)",2100,0
"Taiwan","Policy_NoDAC","forest (unmanaged)",2100,22.4347243
"Global","Policy_NoDAC","forest (managed)",2100,3853.227371
"Global","Policy_NoDAC","forest (unmanaged)",2100,26714.57254
