"region","scenario","sector","year","Water_Withdrawal"
"China","Reference_CI_HadGEM","nuclearFuelGenII","2055",0.009455
"China","Reference_CI_HadGEM","nuclearFuelGenIII","2055",0.374351
"China","Reference_CI_HadGEM","regional coal","2055",0.739506
"China","Reference_CI_HadGEM","regional natural gas","2055",0.000478704
"China","Reference_CI_HadGEM","regional oil","2055",4.81579
"Taiwan","Reference_CI_HadGEM","Beef","2055",0.0015659414
"Taiwan","Reference_CI_HadGEM","Dairy","2055",1.22793456e-06
"Taiwan","Reference_CI_HadGEM","Pork","2055",0.133377757
"Taiwan","Reference_CI_HadGEM","Poultry","2055",1.371215112e-05
"Taiwan","Reference_CI_HadGEM","SheepGoat","2055",3.702119e-05
"Taiwan","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2055",0.0036455615399
"Taiwan","Reference_CI_HadGEM","elec_biomass (conv CCS)","2055",0.00363626515
"Taiwan","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2055",0.01705709951
"Taiwan","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2055",0.04153708676
"Taiwan","Reference_CI_HadGEM","elec_gas (CC CCS)","2055",0.01410408378
"Taiwan","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2055",0.011674956725
"Taiwan","Reference_CI_HadGEM","electricity","2055",3.18017244299461
"Taiwan","Reference_CI_HadGEM","industry","2055",11.2265
"Taiwan","Reference_CI_HadGEM","municipal water","2055",3.40157
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenII","2055",0.00201887
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenIII","2055",0.00357771
"Taiwan","Reference_CI_HadGEM","regional coal","2055",0.018063858
"Taiwan","Reference_CI_HadGEM","regional natural gas","2055",4.115213e-05
"Taiwan","Reference_CI_HadGEM","regional oil","2055",0.20668872
"Global","Reference_CI_HadGEM","Beef","2055",46.4101848186301
"Global","Reference_CI_HadGEM","Corn","2055",224.568185988516
"Global","Reference_CI_HadGEM","Dairy","2055",52.8165516262346
"Global","Reference_CI_HadGEM","FiberCrop","2055",276.440603440577
"Global","Reference_CI_HadGEM","FodderGrass","2055",1.8470853960043
"Global","Reference_CI_HadGEM","FodderHerb","2055",57.6218534854683
"Global","Reference_CI_HadGEM","MiscCrop","2055",662.626901177889
"Global","Reference_CI_HadGEM","OilCrop","2055",159.215412076586
"Global","Reference_CI_HadGEM","OtherGrain","2055",69.4308541832344
"Global","Reference_CI_HadGEM","PalmFruit","2055",0.194468067
"Global","Reference_CI_HadGEM","Pork","2055",39.92985714568
"Global","Reference_CI_HadGEM","Poultry","2055",0.00498869259042
"Global","Reference_CI_HadGEM","Rice","2055",597.9965066331
"Global","Reference_CI_HadGEM","RootTuber","2055",38.7971798974002
"Global","Reference_CI_HadGEM","SheepGoat","2055",14.9626963720343
"Global","Reference_CI_HadGEM","SugarCrop","2055",300.402586714718
"Global","Reference_CI_HadGEM","Wheat","2055",582.109821468018
"Global","Reference_CI_HadGEM","biomass","2055",27.2028495062172
"Global","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2055",2.01877676571933
"Global","Reference_CI_HadGEM","elec_biomass (conv CCS)","2055",15.0066450899192
"Global","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2055",5.1980929382446
"Global","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2055",27.310160236398
"Global","Reference_CI_HadGEM","elec_gas (CC CCS)","2055",17.811494614923
"Global","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2055",5.99765953558135
"Global","Reference_CI_HadGEM","electricity","2055",301.977005841352
"Global","Reference_CI_HadGEM","industry","2055",516.730794
"Global","Reference_CI_HadGEM","municipal water","2055",695.98423
"Global","Reference_CI_HadGEM","nuclearFuelGenII","2055",0.1421326949
"Global","Reference_CI_HadGEM","nuclearFuelGenIII","2055",1.4535593277
"Global","Reference_CI_HadGEM","regional coal","2055",1.8138720497
"Global","Reference_CI_HadGEM","regional natural gas","2055",0.004901132072
"Global","Reference_CI_HadGEM","regional oil","2055",25.69030881
"China","Reference_CI_HadGEM","Beef","2060",10.598378622
"China","Reference_CI_HadGEM","Corn","2060",35.3599051071767
"China","Reference_CI_HadGEM","Dairy","2060",8.7623959
"China","Reference_CI_HadGEM","FiberCrop","2060",9.0427446557
"China","Reference_CI_HadGEM","MiscCrop","2060",41.24579549329
"China","Reference_CI_HadGEM","OilCrop","2060",19.396940989
"China","Reference_CI_HadGEM","OtherGrain","2060",0.7922404763091
"China","Reference_CI_HadGEM","Pork","2060",24.3948523
"China","Reference_CI_HadGEM","Poultry","2060",0.001581888299
"China","Reference_CI_HadGEM","Rice","2060",80.72028331877
"China","Reference_CI_HadGEM","RootTuber","2060",1.7522190014
"China","Reference_CI_HadGEM","SheepGoat","2060",4.753454
"China","Reference_CI_HadGEM","SugarCrop","2060",1.479842333
"China","Reference_CI_HadGEM","Wheat","2060",96.44297432
"China","Reference_CI_HadGEM","biomass","2060",1.64801049140531
"China","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2060",0.334015887
"China","Reference_CI_HadGEM","elec_biomass (conv CCS)","2060",1.5573255212
"China","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2060",1.564413873
"China","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2060",6.51144827
"China","Reference_CI_HadGEM","elec_gas (CC CCS)","2060",1.320520013
"China","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2060",0.11935503181
"China","Reference_CI_HadGEM","electricity","2060",77.961186534902
"China","Reference_CI_HadGEM","industry","2060",129.428
"China","Reference_CI_HadGEM","municipal water","2060",90.514
"China","Reference_CI_HadGEM","nuclearFuelGenII","2060",0.00641341
"China","Reference_CI_HadGEM","nuclearFuelGenIII","2060",0.440768
"China","Reference_CI_HadGEM","regional coal","2060",0.621096
"China","Reference_CI_HadGEM","regional natural gas","2060",0.000498713
"China","Reference_CI_HadGEM","regional oil","2060",4.69836
"Taiwan","Reference_CI_HadGEM","Beef","2060",0.0017174924
"Taiwan","Reference_CI_HadGEM","Dairy","2060",1.21176186e-06
"Taiwan","Reference_CI_HadGEM","Pork","2060",0.1340890357
"Taiwan","Reference_CI_HadGEM","Poultry","2060",1.381834329e-05
"Taiwan","Reference_CI_HadGEM","SheepGoat","2060",3.4861792e-05
"Taiwan","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2060",0.0045642791526
"Taiwan","Reference_CI_HadGEM","elec_biomass (conv CCS)","2060",0.0043069798058
"Taiwan","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2060",0.020351267642
"Taiwan","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2060",0.04332877491
"Taiwan","Reference_CI_HadGEM","elec_gas (CC CCS)","2060",0.01747845774
"Taiwan","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2060",0.011778418256
"Taiwan","Reference_CI_HadGEM","electricity","2060",2.9004703765111
"Taiwan","Reference_CI_HadGEM","industry","2060",11.1855
"Taiwan","Reference_CI_HadGEM","municipal water","2060",3.33486
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenII","2060",0.00136942
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenIII","2060",0.00445224
"Taiwan","Reference_CI_HadGEM","regional coal","2060",0.01558889
"Taiwan","Reference_CI_HadGEM","regional natural gas","2060",4.087835e-05
"Taiwan","Reference_CI_HadGEM","regional oil","2060",0.19733437
"Global","Reference_CI_HadGEM","Beef","2060",48.88227620491
"Global","Reference_CI_HadGEM","Corn","2060",227.752800169891
"Global","Reference_CI_HadGEM","Dairy","2060",55.2144513177418
"Global","Reference_CI_HadGEM","FiberCrop","2060",280.909007834244
"Global","Reference_CI_HadGEM","FodderGrass","2060",1.94519296523451
"Global","Reference_CI_HadGEM","FodderHerb","2060",62.1742518799628
"Global","Reference_CI_HadGEM","MiscCrop","2060",688.497132841144
"Global","Reference_CI_HadGEM","OilCrop","2060",165.434180646698
"Global","Reference_CI_HadGEM","OtherGrain","2060",69.8395549747718
"Global","Reference_CI_HadGEM","PalmFruit","2060",0.195545355
"Global","Reference_CI_HadGEM","Pork","2060",39.90053192603
"Global","Reference_CI_HadGEM","Poultry","2060",0.00510907038859
"Global","Reference_CI_HadGEM","Rice","2060",594.29220288076
"Global","Reference_CI_HadGEM","RootTuber","2060",39.1997260149621
"Global","Reference_CI_HadGEM","SheepGoat","2060",15.7714596347337
"Global","Reference_CI_HadGEM","SugarCrop","2060",308.061189091959
"Global","Reference_CI_HadGEM","Wheat","2060",579.07313828697
"Global","Reference_CI_HadGEM","biomass","2060",31.287074166436
"Global","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2060",2.80956498267049
"Global","Reference_CI_HadGEM","elec_biomass (conv CCS)","2060",19.3032181152897
"Global","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2060",6.66901197018989
"Global","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2060",32.725802297113
"Global","Reference_CI_HadGEM","elec_gas (CC CCS)","2060",21.078325662652
"Global","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2060",6.62084263869012
"Global","Reference_CI_HadGEM","electricity","2060",265.799845293141
"Global","Reference_CI_HadGEM","industry","2060",531.806915
"Global","Reference_CI_HadGEM","municipal water","2060",704.77015
"Global","Reference_CI_HadGEM","nuclearFuelGenII","2060",0.09640910415
"Global","Reference_CI_HadGEM","nuclearFuelGenIII","2060",1.653249026
"Global","Reference_CI_HadGEM","regional coal","2060",1.6849309534
"Global","Reference_CI_HadGEM","regional natural gas","2060",0.0051338057
"Global","Reference_CI_HadGEM","regional oil","2060",26.16143642
"China","Reference_CI_HadGEM","Beef","2065",10.385989427
"China","Reference_CI_HadGEM","Corn","2065",35.5168723520175
"China","Reference_CI_HadGEM","Dairy","2065",8.5399988
"China","Reference_CI_HadGEM","FiberCrop","2065",9.16534332249999
"China","Reference_CI_HadGEM","MiscCrop","2065",40.52902802393
"China","Reference_CI_HadGEM","OilCrop","2065",20.64802986
"China","Reference_CI_HadGEM","OtherGrain","2065",0.8177478513103
"China","Reference_CI_HadGEM","Pork","2065",23.6946644
"China","Reference_CI_HadGEM","Poultry","2065",0.001539330707
"China","Reference_CI_HadGEM","Rice","2065",78.82467256972
"China","Reference_CI_HadGEM","RootTuber","2065",1.7221561148
"China","Reference_CI_HadGEM","SheepGoat","2065",4.6379023
"China","Reference_CI_HadGEM","SugarCrop","2065",1.47742457
"China","Reference_CI_HadGEM","Wheat","2065",95.28868181
"China","Reference_CI_HadGEM","biomass","2065",2.00079179041913
"China","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2065",0.488387578
"China","Reference_CI_HadGEM","elec_biomass (conv CCS)","2065",2.2886555648
"China","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2065",2.17881343
"China","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2065",8.622448347
"China","Reference_CI_HadGEM","elec_gas (CC CCS)","2065",1.603118927
"China","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2065",0.13224331588
"China","Reference_CI_HadGEM","electricity","2065",69.7468962957681
"China","Reference_CI_HadGEM","industry","2065",125.094
"China","Reference_CI_HadGEM","municipal water","2065",86.6733
"China","Reference_CI_HadGEM","nuclearFuelGenII","2065",0.00419073
"China","Reference_CI_HadGEM","nuclearFuelGenIII","2065",0.504476
"China","Reference_CI_HadGEM","regional coal","2065",0.520405
"China","Reference_CI_HadGEM","regional natural gas","2065",0.0005068
"China","Reference_CI_HadGEM","regional oil","2065",4.57549
"Taiwan","Reference_CI_HadGEM","Beef","2065",0.0019189305
"Taiwan","Reference_CI_HadGEM","Dairy","2065",1.21850405e-06
"Taiwan","Reference_CI_HadGEM","Pork","2065",0.1354956399
"Taiwan","Reference_CI_HadGEM","Poultry","2065",1.398037614e-05
"Taiwan","Reference_CI_HadGEM","SheepGoat","2065",3.3516958e-05
"Taiwan","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2065",0.0078333173996
"Taiwan","Reference_CI_HadGEM","elec_biomass (conv CCS)","2065",0.0077065754676
"Taiwan","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2065",0.028240275783
"Taiwan","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2065",0.0529013887
"Taiwan","Reference_CI_HadGEM","elec_gas (CC CCS)","2065",0.02450839243
"Taiwan","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2065",0.016690371182
"Taiwan","Reference_CI_HadGEM","electricity","2065",2.6260696770441
"Taiwan","Reference_CI_HadGEM","industry","2065",11.1837
"Taiwan","Reference_CI_HadGEM","municipal water","2065",3.30822
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenII","2065",0.000894823
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenIII","2065",0.00599293
"Taiwan","Reference_CI_HadGEM","regional coal","2065",0.013517053
"Taiwan","Reference_CI_HadGEM","regional natural gas","2065",3.582754e-05
"Taiwan","Reference_CI_HadGEM","regional oil","2065",0.1908077
"Global","Reference_CI_HadGEM","Beef","2065",51.1945514695
"Global","Reference_CI_HadGEM","Corn","2065",229.396956474812
"Global","Reference_CI_HadGEM","Dairy","2065",57.5599757564441
"Global","Reference_CI_HadGEM","FiberCrop","2065",272.638095635687
"Global","Reference_CI_HadGEM","FodderGrass","2065",2.03350470180594
"Global","Reference_CI_HadGEM","FodderHerb","2065",66.0376441882672
"Global","Reference_CI_HadGEM","MiscCrop","2065",704.855935596514
"Global","Reference_CI_HadGEM","OilCrop","2065",173.751849808233
"Global","Reference_CI_HadGEM","OtherGrain","2065",69.4202917445212
"Global","Reference_CI_HadGEM","PalmFruit","2065",0.200765339
"Global","Reference_CI_HadGEM","Pork","2065",39.69817341915
"Global","Reference_CI_HadGEM","Poultry","2065",0.00520713458074
"Global","Reference_CI_HadGEM","Rice","2065",580.40479293412
"Global","Reference_CI_HadGEM","RootTuber","2065",39.5478885714624
"Global","Reference_CI_HadGEM","SheepGoat","2065",16.5550343341755
"Global","Reference_CI_HadGEM","SugarCrop","2065",310.054923000024
"Global","Reference_CI_HadGEM","Wheat","2065",572.113830161067
"Global","Reference_CI_HadGEM","biomass","2065",34.8461815880549
"Global","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2065",3.80010129836065
"Global","Reference_CI_HadGEM","elec_biomass (conv CCS)","2065",24.8316754191603
"Global","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2065",8.37694526537621
"Global","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2065",39.1977571261151
"Global","Reference_CI_HadGEM","elec_gas (CC CCS)","2065",24.746133112651
"Global","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2065",7.02668672221435
"Global","Reference_CI_HadGEM","electricity","2065",243.417382019243
"Global","Reference_CI_HadGEM","industry","2065",544.909052
"Global","Reference_CI_HadGEM","municipal water","2065",709.6967
"Global","Reference_CI_HadGEM","nuclearFuelGenII","2065",0.0629954544
"Global","Reference_CI_HadGEM","nuclearFuelGenIII","2065",1.866364745
"Global","Reference_CI_HadGEM","regional coal","2065",1.5938399215
"Global","Reference_CI_HadGEM","regional natural gas","2065",0.005281115745
"Global","Reference_CI_HadGEM","regional oil","2065",26.558249479
"China","Reference_CI_HadGEM","Beef","2070",10.160397156
"China","Reference_CI_HadGEM","Corn","2070",35.4161828077801
"China","Reference_CI_HadGEM","Dairy","2070",8.3021512
"China","Reference_CI_HadGEM","FiberCrop","2070",8.8900166669
"China","Reference_CI_HadGEM","MiscCrop","2070",39.596625152923
"China","Reference_CI_HadGEM","OilCrop","2070",21.426569606
"China","Reference_CI_HadGEM","OtherGrain","2070",0.8394938994411
"China","Reference_CI_HadGEM","Pork","2070",22.9316935
"China","Reference_CI_HadGEM","Poultry","2070",0.00149337892
"China","Reference_CI_HadGEM","Rice","2070",77.12415735232
"China","Reference_CI_HadGEM","RootTuber","2070",1.6660228659
"China","Reference_CI_HadGEM","SheepGoat","2070",4.5072489
"China","Reference_CI_HadGEM","SugarCrop","2070",1.458267435
"China","Reference_CI_HadGEM","Wheat","2070",91.99640941
"China","Reference_CI_HadGEM","biomass","2070",2.37987580715022
"China","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2070",0.659603633
"China","Reference_CI_HadGEM","elec_biomass (conv CCS)","2070",3.0741554934
"China","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2070",2.782597238
"China","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2070",10.626221503
"China","Reference_CI_HadGEM","elec_gas (CC CCS)","2070",1.80558847
"China","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2070",0.13241655507
"China","Reference_CI_HadGEM","electricity","2070",62.723116095899
"China","Reference_CI_HadGEM","industry","2070",120.643
"China","Reference_CI_HadGEM","municipal water","2070",82.5186
"China","Reference_CI_HadGEM","nuclearFuelGenII","2070",0.00266689
"China","Reference_CI_HadGEM","nuclearFuelGenIII","2070",0.561943
"China","Reference_CI_HadGEM","regional coal","2070",0.432354
"China","Reference_CI_HadGEM","regional natural gas","2070",0.000509963
"China","Reference_CI_HadGEM","regional oil","2070",4.46073
"Taiwan","Reference_CI_HadGEM","Beef","2070",0.0021459302
"Taiwan","Reference_CI_HadGEM","Dairy","2070",1.23265619e-06
"Taiwan","Reference_CI_HadGEM","Pork","2070",0.1368250654
"Taiwan","Reference_CI_HadGEM","Poultry","2070",1.413441212e-05
"Taiwan","Reference_CI_HadGEM","SheepGoat","2070",3.25772e-05
"Taiwan","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2070",0.0114848011026
"Taiwan","Reference_CI_HadGEM","elec_biomass (conv CCS)","2070",0.010342479907
"Taiwan","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2070",0.040096041015
"Taiwan","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2070",0.07110360574
"Taiwan","Reference_CI_HadGEM","elec_gas (CC CCS)","2070",0.03206459668
"Taiwan","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2070",0.016591138049
"Taiwan","Reference_CI_HadGEM","electricity","2070",2.3180886463737
"Taiwan","Reference_CI_HadGEM","industry","2070",11.1865
"Taiwan","Reference_CI_HadGEM","municipal water","2070",3.27898
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenII","2070",0.000569446
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenIII","2070",0.00731784
"Taiwan","Reference_CI_HadGEM","regional coal","2070",0.01115976
"Taiwan","Reference_CI_HadGEM","regional natural gas","2070",3.367582e-05
"Taiwan","Reference_CI_HadGEM","regional oil","2070",0.18362079
"Global","Reference_CI_HadGEM","Beef","2070",53.58568829498
"Global","Reference_CI_HadGEM","Corn","2070",230.318061210811
"Global","Reference_CI_HadGEM","Dairy","2070",59.8008658472361
"Global","Reference_CI_HadGEM","FiberCrop","2070",239.836158145685
"Global","Reference_CI_HadGEM","FodderGrass","2070",2.10134498553673
"Global","Reference_CI_HadGEM","FodderHerb","2070",69.5062449536193
"Global","Reference_CI_HadGEM","MiscCrop","2070",722.702674369443
"Global","Reference_CI_HadGEM","OilCrop","2070",181.529820175948
"Global","Reference_CI_HadGEM","OtherGrain","2070",67.6353057081641
"Global","Reference_CI_HadGEM","PalmFruit","2070",0.202679987
"Global","Reference_CI_HadGEM","Pork","2070",39.38204139189
"Global","Reference_CI_HadGEM","Poultry","2070",0.00528692383012
"Global","Reference_CI_HadGEM","Rice","2070",566.74366345533
"Global","Reference_CI_HadGEM","RootTuber","2070",39.4266410422427
"Global","Reference_CI_HadGEM","SheepGoat","2070",17.3027337875915
"Global","Reference_CI_HadGEM","SugarCrop","2070",307.337285518765
"Global","Reference_CI_HadGEM","Wheat","2070",553.85670436494
"Global","Reference_CI_HadGEM","biomass","2070",39.4303155915396
"Global","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2070",5.01390478368213
"Global","Reference_CI_HadGEM","elec_biomass (conv CCS)","2070",32.2226222163555
"Global","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2070",10.1757081656466
"Global","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2070",45.4986393025799
"Global","Reference_CI_HadGEM","elec_gas (CC CCS)","2070",26.227860690844
"Global","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2070",7.15137877336217
"Global","Reference_CI_HadGEM","electricity","2070",227.84424749335
"Global","Reference_CI_HadGEM","industry","2070",555.396564
"Global","Reference_CI_HadGEM","municipal water","2070",708.38914
"Global","Reference_CI_HadGEM","nuclearFuelGenII","2070",0.04008354127
"Global","Reference_CI_HadGEM","nuclearFuelGenIII","2070",2.070799312
"Global","Reference_CI_HadGEM","regional coal","2070",1.5085747811
"Global","Reference_CI_HadGEM","regional natural gas","2070",0.005395310916
"Global","Reference_CI_HadGEM","regional oil","2070",26.918882987
"China","Reference_CI_HadGEM","Beef","2075",9.921808031
"China","Reference_CI_HadGEM","Corn","2075",34.6638762364646
"China","Reference_CI_HadGEM","Dairy","2075",8.0474189
"China","Reference_CI_HadGEM","FiberCrop","2075",8.6461030548
"China","Reference_CI_HadGEM","MiscCrop","2075",37.857954366811
"China","Reference_CI_HadGEM","OilCrop","2075",22.142045643
"China","Reference_CI_HadGEM","OtherGrain","2075",0.8489254513244
"China","Reference_CI_HadGEM","Pork","2075",22.1084405
"China","Reference_CI_HadGEM","Poultry","2075",0.001443705763
"China","Reference_CI_HadGEM","Rice","2075",75.43426911283
"China","Reference_CI_HadGEM","RootTuber","2075",1.5910727858
"China","Reference_CI_HadGEM","SheepGoat","2075",4.3630455
"China","Reference_CI_HadGEM","SugarCrop","2075",1.432865682
"China","Reference_CI_HadGEM","Wheat","2075",89.49550222
"China","Reference_CI_HadGEM","biomass","2075",2.83452173539723
"China","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2075",0.874432008
"China","Reference_CI_HadGEM","elec_biomass (conv CCS)","2075",4.0660489143
"China","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2075",3.520254873
"China","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2075",13.041013836
"China","Reference_CI_HadGEM","elec_gas (CC CCS)","2075",2.064671954
"China","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2075",0.13821406083
"China","Reference_CI_HadGEM","electricity","2075",58.263734440583
"China","Reference_CI_HadGEM","industry","2075",116.188
"China","Reference_CI_HadGEM","municipal water","2075",78.4979
"China","Reference_CI_HadGEM","nuclearFuelGenII","2075",0
"China","Reference_CI_HadGEM","nuclearFuelGenIII","2075",0.614761
"China","Reference_CI_HadGEM","regional coal","2075",0.360565
"China","Reference_CI_HadGEM","regional natural gas","2075",0.000512636
"China","Reference_CI_HadGEM","regional oil","2075",4.30227
"Taiwan","Reference_CI_HadGEM","Beef","2075",0.0023437885
"Taiwan","Reference_CI_HadGEM","Dairy","2075",1.24383821e-06
"Taiwan","Reference_CI_HadGEM","Pork","2075",0.137845065
"Taiwan","Reference_CI_HadGEM","Poultry","2075",1.426082987e-05
"Taiwan","Reference_CI_HadGEM","SheepGoat","2075",3.1502399e-05
"Taiwan","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2075",0.0161315534681
"Taiwan","Reference_CI_HadGEM","elec_biomass (conv CCS)","2075",0.0135341778801
"Taiwan","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2075",0.054833554266
"Taiwan","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2075",0.09262488711
"Taiwan","Reference_CI_HadGEM","elec_gas (CC CCS)","2075",0.04184051982
"Taiwan","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2075",0.017232748067
"Taiwan","Reference_CI_HadGEM","electricity","2075",2.025050013117
"Taiwan","Reference_CI_HadGEM","industry","2075",11.1939
"Taiwan","Reference_CI_HadGEM","municipal water","2075",3.243
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenII","2075",0
"Taiwan","Reference_CI_HadGEM","nuclearFuelGenIII","2075",0.00858163
"Taiwan","Reference_CI_HadGEM","regional coal","2075",0.008868395
"Taiwan","Reference_CI_HadGEM","regional natural gas","2075",3.239623e-05
"Taiwan","Reference_CI_HadGEM","regional oil","2075",0.17233155
"Global","Reference_CI_HadGEM","Beef","2075",55.91918639727
"Global","Reference_CI_HadGEM","Corn","2075",230.964179429227
"Global","Reference_CI_HadGEM","Dairy","2075",61.8217037002682
"Global","Reference_CI_HadGEM","FiberCrop","2075",217.182725408597
"Global","Reference_CI_HadGEM","FodderGrass","2075",2.16669883726949
"Global","Reference_CI_HadGEM","FodderHerb","2075",71.6166950373062
"Global","Reference_CI_HadGEM","MiscCrop","2075",730.047418006933
"Global","Reference_CI_HadGEM","OilCrop","2075",187.356063133835
"Global","Reference_CI_HadGEM","OtherGrain","2075",65.929611561098
"Global","Reference_CI_HadGEM","PalmFruit","2075",0.2085778272
"Global","Reference_CI_HadGEM","Pork","2075",38.90793012684
"Global","Reference_CI_HadGEM","Poultry","2075",0.00534554712237
"Global","Reference_CI_HadGEM","Rice","2075",552.178578712734
"Global","Reference_CI_HadGEM","RootTuber","2075",39.152047142206
"Global","Reference_CI_HadGEM","SheepGoat","2075",18.0012267897313
"Global","Reference_CI_HadGEM","SugarCrop","2075",305.372455498831
"Global","Reference_CI_HadGEM","Wheat","2075",540.14560940863
"Global","Reference_CI_HadGEM","biomass","2075",45.9898821589956
"Global","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2075",6.33417484242357
"Global","Reference_CI_HadGEM","elec_biomass (conv CCS)","2075",38.9515528531059
"Global","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2075",12.114469116783
"Global","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2075",51.96394113368
"Global","Reference_CI_HadGEM","elec_gas (CC CCS)","2075",28.712188112839
"Global","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2075",6.97485387775555
"Global","Reference_CI_HadGEM","electricity","2075",211.642477162793
"Global","Reference_CI_HadGEM","industry","2075",564.14467
"Global","Reference_CI_HadGEM","municipal water","2075",706.70584
"Global","Reference_CI_HadGEM","nuclearFuelGenII","2075",0
"Global","Reference_CI_HadGEM","nuclearFuelGenIII","2075",2.268754397
"Global","Reference_CI_HadGEM","regional coal","2075",1.4399879301
"Global","Reference_CI_HadGEM","regional natural gas","2075",0.005592264903
"Global","Reference_CI_HadGEM","regional oil","2075",26.902960299
"China","Reference_CI_HadGEM","Beef","2080",9.677943074
"China","Reference_CI_HadGEM","Corn","2080",34.9003443758782
"China","Reference_CI_HadGEM","Dairy","2080",7.7660414
"China","Reference_CI_HadGEM","FiberCrop","2080",8.3008449434
"China","Reference_CI_HadGEM","MiscCrop","2080",36.603508968694
"China","Reference_CI_HadGEM","OilCrop","2080",23.457684415
"China","Reference_CI_HadGEM","OtherGrain","2080",0.8606355188486
"China","Reference_CI_HadGEM","Pork","2080",21.25729
"China","Reference_CI_HadGEM","Poultry","2080",0.001392972041
"China","Reference_CI_HadGEM","Rice","2080",73.5577524739
"China","Reference_CI_HadGEM","RootTuber","2080",1.5219600852
"China","Reference_CI_HadGEM","SheepGoat","2080",4.2130866
"China","Reference_CI_HadGEM","SugarCrop","2080",1.387246724
"China","Reference_CI_HadGEM","Wheat","2080",86.95578637
"China","Reference_CI_HadGEM","biomass","2080",3.32125062306507
"China","Reference_CI_HadGEM","elec_biomass (IGCC CCS)","2080",1.073487621
"China","Reference_CI_HadGEM","elec_biomass (conv CCS)","2080",4.901913448
"China","Reference_CI_HadGEM","elec_coal (IGCC CCS)","2080",4.179460926
"China","Reference_CI_HadGEM","elec_coal (conv pul CCS)","2080",15.167786395
"China","Reference_CI_HadGEM","elec_gas (CC CCS)","2080",2.284350786
"China","Reference_CI_HadGEM","elec_refined liquids (CC CCS)","2080",0.1365681536
"China","Reference_CI_HadGEM","electricity","2080",51.4615614849729
